name,years_experience,skills,education,graduation_year,graduation_percentage,tenth_percentage,twelfth_percentage,tenth_school,twelfth_school,tenth_passing_out_year,twelfth_passing_out_year,Criteria_Label
Sanya,12,"Apache Spark, PyTorch, Scikit-learn, Power BI, Tableau, Machine Learning, Python, R",M.E in Statistics at Delhi University,2015,73.6,85.41,62.83,increase School,reality Higher Secondary School,2010,2011,0
Neha,2,"Keras, Power BI, Time Series Analysis, R, Apache Spark, Big Data, Data Visualization, SQL",B.Sc in Statistics at IIFT Delhi,2012,73.69,83.79,62.79,age School,forward Higher Secondary School,2009,2008,0
Anaya,14,"Data Visualization, SQL, Natural Language Processing (NLP), Statistical Analysis, R, Hadoop, Apache Spark, NumPy",M.Sc in Statistics at NIT Trichy,2010,78.59,86.47,78.45,physical School,tell Higher Secondary School,2008,2008,1
Pranav,0,"Matplotlib, Power BI, SQL, Machine Learning, Data Visualization, PyTorch, Python, R",M.Tech in Statistics at NIT Trichy,2008,61.63,70.94,77.08,per School,standard Higher Secondary School,2006,2004,0
Rahul,11,"Power BI, Python, SQL, Time Series Analysis, Statistical Analysis, Data Mining, R, Data Visualization",M.Sc in Statistics at IIT Delhi,2019,64.58,77.37,93.11,pass School,entire Higher Secondary School,2015,2016,0
Pranav,2,"Matplotlib, SQL, Scikit-learn, Apache Spark, PyTorch, Time Series Analysis, Tableau, Data Mining",B.Sc in Statistics at Anna University,2017,72.62,76.72,89.26,hit School,trade Higher Secondary School,2014,2015,0
Ishita,6,"Predictive Modeling, Machine Learning, Apache Spark, Hadoop, Keras, SciPy, Time Series Analysis, PyTorch",M.Sc in Statistics at IIT Roorkee,2020,91.13,86.99,90.55,across School,now Higher Secondary School,2018,2018,1
Aditi,8,"NumPy, PyTorch, R, SciPy, TensorFlow, Python, Predictive Modeling, Big Data",M.Sc in Statistics at BITS Pilani,2012,67.73,75.89,76.81,form School,person Higher Secondary School,2007,2011,0
Anaya,12,"Statistical Analysis, Apache Spark, Machine Learning, Data Mining, Deep Learning, Power BI, SciPy, Time Series Analysis",M.Sc in Statistics at IIT Madras,2019,63.16,79.23,84.37,think School,us Higher Secondary School,2016,2016,0
Aditi,7,"Apache Spark, SQL, SciPy, Tableau, Machine Learning, PyTorch, Python, Power BI",M.E in Statistics at IIT Kanpur,2004,79.1,78.07,79.32,none School,cut Higher Secondary School,1999,2002,1
Neha,2,"Big Data, Tableau, Deep Learning, Hadoop, Machine Learning, Keras, PyTorch, Python",B.Tech in Statistics at IIM Ahmedabad,2013,76.12,74.22,91.5,detail School,serve Higher Secondary School,2011,2010,0
Vikram,14,"Hadoop, Pandas, Natural Language Processing (NLP), Keras, TensorFlow, Statistical Analysis, NumPy, Power BI",M.E in Statistics at IIM Lucknow,2019,88.92,72.84,92.78,experience School,woman Higher Secondary School,2014,2018,1
Neha,4,"Keras, Apache Spark, Scikit-learn, Matplotlib, R, Data Visualization, Natural Language Processing (NLP), Statistical Analysis",M.Sc in Statistics at IIM Calcutta,2009,80.29,72.62,86.94,concern School,strong Higher Secondary School,2007,2006,0
Kiran,6,"Predictive Modeling, Data Visualization, Pandas, Natural Language Processing (NLP), R, Apache Spark, Scikit-learn, SQL",B.Tech in Statistics at BITS Pilani,2019,68.21,91.63,75.13,walk School,opportunity Higher Secondary School,2017,2017,0
Yash,3,"Statistical Analysis, Machine Learning, Data Mining, Power BI, Pandas, Data Visualization, Natural Language Processing (NLP), SQL",M.Tech in Statistics at NIT Warangal,2022,80.3,77.5,84.68,choice School,behavior Higher Secondary School,2020,2021,0
Mira,8,"R, Matplotlib, SQL, Scikit-learn, Hadoop, Statistical Analysis, TensorFlow, Predictive Modeling",B.Tech in Statistics at IIT Kanpur,2005,73.63,88.46,87.7,tell School,somebody Higher Secondary School,2003,2004,1
Anaya,7,"Big Data, Tableau, NumPy, Predictive Modeling, Power BI, Python, Scikit-learn, Keras",B.Tech in Statistics at IIT Madras,2005,79.81,82.84,63.64,win School,news Higher Secondary School,2000,2002,0
Kiran,11,"Hadoop, Machine Learning, Keras, Predictive Modeling, PyTorch, Scikit-learn, Pandas, Power BI",B.E in Statistics at IIM Bangalore,2010,64.84,86.18,90.91,pattern School,work Higher Secondary School,2006,2008,0
Rohan,9,"Data Visualization, Hadoop, Machine Learning, Apache Spark, Deep Learning, Statistical Analysis, TensorFlow, R",B.E in Statistics at IIT Madras,2009,64.65,68.12,82.81,price School,determine Higher Secondary School,2007,2006,0
Rahul,14,"Machine Learning, SciPy, PyTorch, R, Deep Learning, NumPy, Time Series Analysis, Tableau",B.Tech in Statistics at IIT Bombay,2017,89.53,67.69,72.69,early School,area Higher Secondary School,2013,2014,0
Kiran,6,"Machine Learning, Pandas, Data Visualization, NumPy, Big Data, Predictive Modeling, Power BI, Keras",B.Sc in Statistics at BITS Pilani,2011,84.64,80.16,91.21,say School,it Higher Secondary School,2006,2007,1
Diya,14,"Power BI, Apache Spark, Tableau, Data Visualization, SQL, Scikit-learn, Matplotlib, SciPy",M.Sc in Statistics at IIT Roorkee,2000,83.68,62.26,86.33,only School,visit Higher Secondary School,1998,1998,0
Sanya,1,"Data Visualization, Statistical Analysis, Time Series Analysis, Big Data, Apache Spark, Scikit-learn, SQL, Keras",B.Sc in Statistics at IIT Roorkee,2017,67.55,78.86,88.23,support School,arm Higher Secondary School,2014,2014,0
Aryan,14,"SQL, Matplotlib, Natural Language Processing (NLP), NumPy, Hadoop, Python, Apache Spark, Power BI",B.Sc in Statistics at IIT Kanpur,2010,74.33,65.45,78.66,laugh School,size Higher Secondary School,2006,2008,0
Diya,15,"Natural Language Processing (NLP), PyTorch, Statistical Analysis, SQL, Apache Spark, Predictive Modeling, Pandas, Machine Learning",M.Sc in Statistics at IIT Roorkee,2007,91.08,91.66,85.62,course School,century Higher Secondary School,2004,2004,1
Neha,4,"R, SciPy, SQL, Big Data, TensorFlow, Deep Learning, Statistical Analysis, Pandas",M.Tech in Statistics at Anna University,2010,63.64,88.2,92.8,hit School,certain Higher Secondary School,2008,2008,0
Sanya,3,"Data Mining, Scikit-learn, Python, SciPy, Statistical Analysis, Matplotlib, Hadoop, Apache Spark",B.E in Statistics at NIT Warangal,2003,80.38,70.97,91.56,view School,road Higher Secondary School,2001,2002,0
Aryan,8,"Predictive Modeling, Pandas, SQL, Natural Language Processing (NLP), NumPy, Deep Learning, Statistical Analysis, TensorFlow",B.E in Statistics at IIT Kanpur,2012,83.98,86.19,73.99,ask School,or Higher Secondary School,2008,2008,1
Mira,10,"Pandas, SciPy, R, Matplotlib, Hadoop, Natural Language Processing (NLP), Deep Learning, Scikit-learn",B.E in Statistics at IIFT Delhi,2005,86.93,94.19,78.16,international School,behavior Higher Secondary School,2002,2001,1
Varun,11,"Scikit-learn, Natural Language Processing (NLP), R, SQL, Predictive Modeling, TensorFlow, Machine Learning, Python",M.E in Statistics at IIFT Delhi,2006,65.65,79.69,81.17,toward School,thus Higher Secondary School,2002,2005,0
Pranav,9,"R, Natural Language Processing (NLP), Big Data, TensorFlow, Matplotlib, Data Mining, PyTorch, Deep Learning",M.E in Statistics at IIM Calcutta,2011,65.6,85.36,64.97,reveal School,people Higher Secondary School,2009,2008,0
Pranav,2,"Scikit-learn, Keras, Power BI, TensorFlow, Pandas, SciPy, Data Visualization, Statistical Analysis",B.Tech in Statistics at IIT Madras,2009,80.23,82.88,81.57,risk School,rate Higher Secondary School,2004,2007,0
Ishika,10,"Data Visualization, NumPy, R, Scikit-learn, Big Data, Statistical Analysis, Predictive Modeling, Keras",B.Tech in Statistics at IIFT Delhi,2010,67.21,69.73,66.03,lead School,issue Higher Secondary School,2006,2006,0
Mira,5,"Matplotlib, TensorFlow, Predictive Modeling, Keras, Machine Learning, Pandas, Python, Data Mining",B.E in Statistics at IIT Kharagpur,2021,63.92,73.01,84.17,stock School,animal Higher Secondary School,2019,2019,0
Neha,3,"Apache Spark, Time Series Analysis, PyTorch, NumPy, R, Matplotlib, Hadoop, Scikit-learn",M.Tech in Statistics at IIT Kanpur,2008,79.59,85.86,68.02,life School,customer Higher Secondary School,2003,2004,0
Aditi,13,"Statistical Analysis, Predictive Modeling, SQL, Time Series Analysis, Big Data, PyTorch, Tableau, Power BI",B.Sc in Statistics at IIM Lucknow,2020,65.52,81.38,73.21,pretty School,turn Higher Secondary School,2015,2019,0
Mira,0,"Python, Data Mining, Hadoop, SciPy, Pandas, SQL, Keras, TensorFlow",M.Sc in Statistics at IIT Delhi,2011,72.05,81.36,61.6,magazine School,board Higher Secondary School,2009,2008,0
Aisha,7,"Tableau, Predictive Modeling, SciPy, TensorFlow, Apache Spark, NumPy, Big Data, Statistical Analysis",M.Sc in Statistics at IIT Kharagpur,2002,68.39,93.66,61.55,safe School,challenge Higher Secondary School,2000,1998,0
Rohan,6,"Natural Language Processing (NLP), Keras, Hadoop, Power BI, Scikit-learn, SciPy, Data Mining, Pandas",B.Sc in Statistics at IIFT Delhi,2015,89.87,87.4,83.86,cultural School,industry Higher Secondary School,2013,2013,1
Yash,13,"Machine Learning, Data Visualization, Tableau, PyTorch, Keras, Time Series Analysis, Deep Learning, Pandas",M.E in Statistics at IIFT Delhi,2013,77.48,83.09,68.74,true School,whatever Higher Secondary School,2009,2010,0
Anaya,6,"R, Power BI, PyTorch, Natural Language Processing (NLP), Python, NumPy, Data Mining, Big Data",M.Sc in Statistics at IIT Delhi,2010,68.12,89.0,69.16,message School,next Higher Secondary School,2005,2007,0
Mira,1,"Predictive Modeling, Natural Language Processing (NLP), PyTorch, Data Visualization, Tableau, SciPy, Keras, Hadoop",B.E in Statistics at NIT Warangal,2012,71.64,69.7,68.33,recently School,perform Higher Secondary School,2010,2008,0
Yash,7,"Apache Spark, Machine Learning, Statistical Analysis, PyTorch, Predictive Modeling, Pandas, Scikit-learn, Data Mining",B.E in Statistics at IIT Kanpur,2004,85.65,86.73,90.7,another School,enough Higher Secondary School,2000,2000,1
Mira,9,"Data Mining, Matplotlib, PyTorch, Data Visualization, Python, R, Time Series Analysis, Tableau",B.Tech in Statistics at NIT Warangal,2010,88.38,84.73,86.7,travel School,yeah Higher Secondary School,2006,2006,1
Neha,14,"R, Time Series Analysis, Data Mining, Data Visualization, Predictive Modeling, Big Data, Hadoop, Tableau",M.E in Statistics at IIT Roorkee,2003,85.81,69.75,62.09,give School,focus Higher Secondary School,1998,1999,0
Aarav,11,"Tableau, Statistical Analysis, Time Series Analysis, Big Data, SciPy, NumPy, Keras, Predictive Modeling",B.Tech in Statistics at IIM Calcutta,2022,83.98,81.93,70.08,skin School,white Higher Secondary School,2018,2020,1
Pranav,7,"Time Series Analysis, Big Data, Power BI, SQL, Predictive Modeling, TensorFlow, Python, Keras",B.Tech in Statistics at IISc Bangalore,2013,86.63,81.83,86.69,get School,program Higher Secondary School,2011,2011,1
Sanya,8,"TensorFlow, Python, NumPy, Deep Learning, SQL, Machine Learning, Predictive Modeling, Data Visualization",B.Sc in Statistics at IIM Bangalore,2008,91.15,93.08,62.17,organization School,toward Higher Secondary School,2006,2006,0
Yash,9,"Power BI, Deep Learning, Machine Learning, SQL, Tableau, Apache Spark, R, Hadoop",B.Sc in Statistics at IIT Madras,2007,94.31,94.07,86.95,cell School,experience Higher Secondary School,2005,2004,1
Kiran,4,"NumPy, Deep Learning, Statistical Analysis, Python, Matplotlib, SciPy, SQL, Hadoop",B.E in Statistics at Delhi University,2016,60.07,83.71,64.5,international School,fund Higher Secondary School,2013,2015,0
Sanya,0,"Power BI, TensorFlow, Matplotlib, Time Series Analysis, Deep Learning, Apache Spark, PyTorch, Python",B.E in Statistics at IIT Bombay,2019,66.56,77.54,88.33,whatever School,personal Higher Secondary School,2017,2016,0
Aditi,14,"Tableau, Scikit-learn, Hadoop, TensorFlow, Statistical Analysis, Matplotlib, Pandas, Predictive Modeling",M.Sc in Statistics at IISc Bangalore,2004,60.44,87.53,82.36,upon School,stage Higher Secondary School,1999,2003,0
Rohan,3,"NumPy, Big Data, R, Machine Learning, Statistical Analysis, Power BI, Keras, Pandas",M.E in Statistics at IIT Kharagpur,2022,93.98,90.36,79.34,agreement School,conference Higher Secondary School,2017,2018,0
Rohan,6,"NumPy, Power BI, Matplotlib, Data Visualization, SciPy, Statistical Analysis, Predictive Modeling, Deep Learning",B.E in Statistics at IIT Roorkee,2013,81.66,65.54,66.73,under School,expect Higher Secondary School,2009,2009,0
Vikram,4,"Python, Data Visualization, Matplotlib, Natural Language Processing (NLP), PyTorch, Time Series Analysis, TensorFlow, Predictive Modeling",B.E in Statistics at IIM Calcutta,2012,76.89,81.53,92.85,reduce School,ago Higher Secondary School,2010,2010,0
Varun,14,"Data Mining, R, Natural Language Processing (NLP), Scikit-learn, Hadoop, Power BI, Python, PyTorch",M.E in Statistics at NIT Trichy,2019,60.13,66.21,61.26,arm School,here Higher Secondary School,2016,2016,0
Ishika,4,"NumPy, Tableau, Keras, SQL, TensorFlow, Big Data, Natural Language Processing (NLP), Power BI",B.E in Statistics at IIM Bangalore,2001,78.09,80.84,72.39,court School,south Higher Secondary School,1996,1998,0
Anaya,15,"Deep Learning, Hadoop, TensorFlow, Scikit-learn, Data Mining, Power BI, Data Visualization, Predictive Modeling",B.E in Statistics at Anna University,2013,73.34,64.22,71.34,imagine School,quickly Higher Secondary School,2008,2009,0
Aryan,11,"Time Series Analysis, Pandas, PyTorch, Apache Spark, Keras, Data Mining, Big Data, R",M.Sc in Statistics at IIM Calcutta,2008,80.79,84.81,90.26,maintain School,image Higher Secondary School,2006,2006,1
Ishika,10,"Machine Learning, R, Tableau, Statistical Analysis, Keras, Data Mining, TensorFlow, Hadoop",M.Tech in Statistics at NIT Trichy,2013,60.31,76.9,94.97,bill School,rock Higher Secondary School,2011,2009,0
Ravi,2,"Pandas, TensorFlow, Keras, NumPy, Time Series Analysis, Python, Matplotlib, Scikit-learn",B.E in Statistics at IIT Madras,2002,66.45,83.85,64.36,big School,line Higher Secondary School,2000,2001,0
Aisha,1,"SciPy, Hadoop, Tableau, Statistical Analysis, SQL, Deep Learning, Big Data, Machine Learning",B.E in Statistics at IIT Madras,2021,64.23,63.61,91.25,rate School,law Higher Secondary School,2019,2020,0
Mira,6,"Predictive Modeling, Keras, Data Mining, TensorFlow, Apache Spark, SQL, Power BI, Python",B.Sc in Statistics at IIM Calcutta,2002,82.48,60.47,66.67,performance School,significant Higher Secondary School,1999,2000,0
Sanya,11,"Hadoop, PyTorch, Big Data, R, Time Series Analysis, Pandas, Python, Scikit-learn",B.E in Statistics at NIT Warangal,2013,87.66,69.59,83.1,everyone School,different Higher Secondary School,2011,2010,0
Aisha,1,"Statistical Analysis, Matplotlib, Scikit-learn, Machine Learning, PyTorch, Power BI, Hadoop, Tableau",M.E in Statistics at NIT Trichy,2004,66.77,80.18,94.21,city School,behind Higher Secondary School,1999,2001,0
Kiran,13,"Python, Keras, Pandas, Natural Language Processing (NLP), R, Tableau, Deep Learning, Power BI",B.E in Statistics at IIT Delhi,2020,69.93,87.19,64.16,new School,local Higher Secondary School,2018,2019,0
Vikram,2,"Pandas, Machine Learning, Scikit-learn, Data Mining, SciPy, Deep Learning, TensorFlow, Apache Spark",B.E in Statistics at IIT Madras,2000,70.2,78.71,80.86,cold School,upon Higher Secondary School,1996,1997,0
Ravi,13,"Matplotlib, Big Data, NumPy, R, TensorFlow, Tableau, Natural Language Processing (NLP), SQL",M.E in Statistics at IISc Bangalore,2003,84.61,63.92,70.08,heavy School,television Higher Secondary School,1998,1999,0
Neha,14,"Hadoop, Machine Learning, Predictive Modeling, Python, SQL, Data Mining, Tableau, TensorFlow",B.Sc in Statistics at Anna University,2005,73.76,90.68,77.62,total School,PM Higher Secondary School,2003,2002,1
Kiran,1,"Hadoop, Predictive Modeling, NumPy, Machine Learning, PyTorch, SQL, Data Visualization, Keras",M.Sc in Statistics at IIT Bombay,2021,75.43,64.58,76.32,fear School,provide Higher Secondary School,2018,2017,0
Yash,0,"SciPy, Pandas, Deep Learning, Tableau, Big Data, Data Mining, Predictive Modeling, Matplotlib",B.Sc in Statistics at Delhi University,2000,61.69,83.47,66.84,society School,everyone Higher Secondary School,1998,1998,0
Aarav,11,"Python, Machine Learning, Time Series Analysis, Apache Spark, Deep Learning, Scikit-learn, Matplotlib, PyTorch",M.Tech in Statistics at IIM Lucknow,2018,71.48,66.3,87.56,prove School,animal Higher Secondary School,2016,2017,0
Yash,3,"Time Series Analysis, Natural Language Processing (NLP), Python, Data Mining, Statistical Analysis, Matplotlib, Keras, Scikit-learn",B.E in Statistics at IIM Calcutta,2008,65.98,66.67,94.45,movement School,send Higher Secondary School,2006,2005,0
Aryan,1,"Hadoop, R, Scikit-learn, Big Data, Machine Learning, SciPy, Pandas, Power BI",B.E in Statistics at IIM Ahmedabad,2013,86.34,64.68,91.55,race School,cover Higher Secondary School,2009,2009,0
Aisha,4,"Python, Hadoop, Time Series Analysis, SQL, PyTorch, Tableau, Big Data, Machine Learning",B.E in Statistics at Anna University,2007,83.85,87.39,69.27,form School,card Higher Secondary School,2002,2003,0
Pranav,14,"Scikit-learn, PyTorch, R, Power BI, Tableau, Natural Language Processing (NLP), Predictive Modeling, Keras",M.E in Statistics at IIT Bombay,2022,65.26,77.07,71.43,even School,school Higher Secondary School,2018,2018,0
Aarav,5,"Pandas, Hadoop, Data Visualization, Tableau, Data Mining, Scikit-learn, SciPy, NumPy",B.E in Statistics at IIM Bangalore,2004,87.77,75.96,62.11,treatment School,how Higher Secondary School,2001,2003,0
Yash,15,"NumPy, Deep Learning, Apache Spark, Big Data, Python, TensorFlow, R, Statistical Analysis",M.E in Statistics at IIM Ahmedabad,2005,94.64,86.49,85.23,cultural School,heavy Higher Secondary School,2001,2003,1
Yash,5,"Big Data, Data Mining, Scikit-learn, Statistical Analysis, Machine Learning, PyTorch, NumPy, Pandas",B.Sc in Statistics at IIM Calcutta,2020,91.65,74.18,66.42,wide School,feeling Higher Secondary School,2018,2019,0
Ishika,7,"Pandas, Time Series Analysis, Data Mining, Power BI, Keras, Deep Learning, Big Data, PyTorch",B.Sc in Statistics at Jawaharlal Nehru University,2009,89.41,82.73,72.22,all School,allow Higher Secondary School,2004,2005,1
Aisha,14,"TensorFlow, Big Data, Keras, Statistical Analysis, Pandas, Python, Machine Learning, Deep Learning",B.Tech in Statistics at IIM Calcutta,2021,91.96,87.38,71.1,machine School,top Higher Secondary School,2019,2018,1
Varun,7,"Machine Learning, Time Series Analysis, Matplotlib, SQL, Tableau, Python, Statistical Analysis, Predictive Modeling",M.E in Statistics at IIT Kanpur,2012,74.29,89.02,63.39,data School,offer Higher Secondary School,2007,2008,0
Anaya,7,"PyTorch, Apache Spark, Machine Learning, Statistical Analysis, Data Mining, NumPy, R, Scikit-learn",B.Tech in Statistics at IIT Bombay,2020,86.29,78.9,82.96,poor School,stock Higher Secondary School,2017,2017,1
Mira,4,"Big Data, Power BI, Deep Learning, Keras, Apache Spark, Python, Time Series Analysis, Natural Language Processing (NLP)",M.E in Statistics at IIT Kanpur,2005,78.36,60.2,67.73,much School,attorney Higher Secondary School,2003,2004,0
Aditi,2,"Scikit-learn, SQL, Data Visualization, Statistical Analysis, Power BI, PyTorch, Big Data, SciPy",B.E in Statistics at IIT Delhi,2020,69.74,83.99,89.05,year School,stop Higher Secondary School,2015,2019,0
Sanya,0,"Time Series Analysis, Power BI, Tableau, Statistical Analysis, NumPy, SQL, Data Visualization, Data Mining",B.E in Statistics at IIM Calcutta,2007,82.31,77.47,90.72,common School,cause Higher Secondary School,2005,2006,0
Vikram,11,"Statistical Analysis, Tableau, Machine Learning, Matplotlib, Data Visualization, SciPy, NumPy, PyTorch",B.Sc in Statistics at IIT Bombay,2017,81.36,69.0,68.61,choose School,while Higher Secondary School,2014,2013,0
Kiran,13,"Data Visualization, Predictive Modeling, NumPy, PyTorch, Hadoop, Machine Learning, Power BI, Pandas",M.Sc in Statistics at IIM Lucknow,2022,75.47,76.28,90.46,fall School,bill Higher Secondary School,2020,2018,1
Aryan,0,"Tableau, Big Data, Keras, Statistical Analysis, Data Mining, NumPy, TensorFlow, Deep Learning",B.Sc in Statistics at NIT Trichy,2006,93.49,81.68,84.71,majority School,knowledge Higher Secondary School,2004,2005,0
Diya,5,"Predictive Modeling, Pandas, Hadoop, Data Visualization, TensorFlow, Power BI, Python, Tableau",M.E in Statistics at IIM Bangalore,2012,91.19,75.87,60.65,close School,begin Higher Secondary School,2010,2008,0
Rahul,3,"Power BI, Natural Language Processing (NLP), PyTorch, SQL, Statistical Analysis, R, TensorFlow, Time Series Analysis",B.Tech in Statistics at Delhi University,2009,90.54,86.39,65.81,attack School,it Higher Secondary School,2005,2007,0
Neha,15,"SciPy, Python, TensorFlow, Statistical Analysis, Hadoop, Natural Language Processing (NLP), Machine Learning, Pandas",B.Sc in Statistics at IISc Bangalore,2021,94.61,70.24,60.5,give School,window Higher Secondary School,2018,2019,0
Ravi,11,"SciPy, Machine Learning, Natural Language Processing (NLP), Time Series Analysis, Statistical Analysis, TensorFlow, Scikit-learn, Apache Spark",M.Tech in Statistics at IISc Bangalore,2018,66.81,89.44,65.05,task School,ball Higher Secondary School,2014,2014,0
Arjun,7,"Pandas, Data Mining, Predictive Modeling, NumPy, Data Visualization, Tableau, Natural Language Processing (NLP), Apache Spark",M.E in Statistics at IIM Lucknow,2003,87.5,77.76,93.61,own School,official Higher Secondary School,2001,2000,1
Aisha,8,"TensorFlow, Power BI, PyTorch, Pandas, Machine Learning, Scikit-learn, Deep Learning, Predictive Modeling",M.Tech in Statistics at IIT Delhi,2017,91.11,83.51,84.84,figure School,get Higher Secondary School,2015,2014,1
Sanya,12,"Power BI, Time Series Analysis, Machine Learning, NumPy, SQL, Pandas, TensorFlow, Statistical Analysis",B.E in Statistics at Delhi University,2002,69.78,61.52,94.56,education School,free Higher Secondary School,2000,1998,0
Diya,4,"Deep Learning, PyTorch, Big Data, SQL, Statistical Analysis, Machine Learning, Scikit-learn, Hadoop",M.Tech in Statistics at IIT Kharagpur,2017,72.8,68.96,84.46,degree School,must Higher Secondary School,2012,2016,0
Sanya,0,"NumPy, Deep Learning, Statistical Analysis, Natural Language Processing (NLP), Scikit-learn, Time Series Analysis, Apache Spark, Power BI",B.Sc in Statistics at BITS Pilani,2004,67.62,67.87,66.59,argue School,public Higher Secondary School,2001,2003,0
Yash,3,"Python, Time Series Analysis, Power BI, Tableau, Statistical Analysis, Data Mining, Machine Learning, TensorFlow",M.Sc in Statistics at Delhi University,2005,64.18,71.42,62.53,keep School,most Higher Secondary School,2000,2001,0
Anaya,10,"Time Series Analysis, Data Mining, Hadoop, Statistical Analysis, Natural Language Processing (NLP), R, SciPy, Tableau",M.E in Statistics at IIM Calcutta,2022,73.35,61.69,64.92,contain School,possible Higher Secondary School,2020,2021,0
Varun,11,"Statistical Analysis, TensorFlow, NumPy, Deep Learning, SQL, Tableau, Machine Learning, SciPy",M.Sc in Statistics at IIM Calcutta,2005,65.93,68.93,74.06,should School,yeah Higher Secondary School,2000,2004,0
Rohan,4,"PyTorch, Data Mining, SQL, Keras, Apache Spark, Pandas, Big Data, Predictive Modeling",M.Tech in Statistics at IIT Delhi,2019,81.16,85.6,74.62,simple School,hour Higher Secondary School,2014,2018,0
Ishika,0,"Scikit-learn, Deep Learning, NumPy, PyTorch, TensorFlow, Time Series Analysis, Big Data, Power BI",M.Tech in Statistics at IIT Roorkee,2013,90.79,83.14,89.39,family School,technology Higher Secondary School,2009,2010,0
Pranav,7,"Pandas, Data Visualization, NumPy, SQL, Predictive Modeling, SciPy, R, Big Data",M.Tech in Statistics at IIM Ahmedabad,2007,75.35,85.53,61.66,fast School,through Higher Secondary School,2004,2003,0
Rohan,11,"Power BI, Time Series Analysis, Predictive Modeling, Machine Learning, Data Mining, Matplotlib, Big Data, Deep Learning",M.Sc in Statistics at IIT Roorkee,2008,91.6,62.16,94.09,thousand School,sit Higher Secondary School,2006,2006,0
Ishika,0,"Python, Hadoop, R, PyTorch, Keras, Statistical Analysis, Tableau, SQL",M.E in Statistics at IIFT Delhi,2002,74.68,62.02,65.25,of School,six Higher Secondary School,1999,1999,0
Aarav,15,"Matplotlib, Machine Learning, Data Mining, Hadoop, Keras, TensorFlow, Time Series Analysis, NumPy",M.Tech in Statistics at Delhi University,2004,86.16,92.22,62.07,reason School,method Higher Secondary School,2002,2003,0
Diya,12,"Power BI, Python, R, Apache Spark, Deep Learning, Statistical Analysis, Keras, PyTorch",M.Tech in Statistics at NIT Warangal,2012,71.01,88.4,60.56,others School,fire Higher Secondary School,2010,2008,0
Arjun,15,"Data Visualization, Tableau, Big Data, PyTorch, Pandas, R, Predictive Modeling, Data Mining",M.E in Statistics at Anna University,2007,83.09,79.17,77.81,despite School,if Higher Secondary School,2004,2005,1
Arjun,13,"Matplotlib, NumPy, PyTorch, Python, TensorFlow, Hadoop, Keras, Statistical Analysis",B.Tech in Statistics at Jawaharlal Nehru University,2016,93.06,71.3,81.43,natural School,successful Higher Secondary School,2012,2012,1
Aarav,9,"Data Visualization, Python, SciPy, Predictive Modeling, TensorFlow, Power BI, Time Series Analysis, SQL",B.Sc in Statistics at IIT Bombay,2012,64.6,60.02,77.53,experience School,window Higher Secondary School,2010,2010,0
Sanya,4,"Machine Learning, R, Python, Data Mining, Matplotlib, Statistical Analysis, Natural Language Processing (NLP), NumPy",B.Tech in Statistics at IIM Bangalore,2021,79.08,70.59,78.64,choice School,agency Higher Secondary School,2019,2017,0
Aarav,1,"Pandas, Tableau, Keras, Apache Spark, Data Visualization, TensorFlow, Machine Learning, R",B.Tech in Statistics at NIT Trichy,2003,82.48,85.02,76.6,goal School,something Higher Secondary School,1998,2001,0
Rohan,14,"Natural Language Processing (NLP), Matplotlib, Data Visualization, Pandas, Keras, Hadoop, R, Deep Learning",B.Tech in Statistics at IIT Bombay,2005,69.73,76.64,61.54,memory School,hear Higher Secondary School,2001,2003,0
Pranav,5,"Matplotlib, NumPy, Tableau, Python, SQL, Machine Learning, Apache Spark, Scikit-learn",M.E in Statistics at IISc Bangalore,2003,67.58,90.72,80.94,look School,region Higher Secondary School,1999,2000,0
Pranav,2,"PyTorch, Hadoop, Predictive Modeling, Time Series Analysis, Deep Learning, R, Power BI, Big Data",M.Tech in Statistics at NIT Trichy,2014,87.05,86.08,76.57,discover School,official Higher Secondary School,2010,2010,0
Mira,8,"Data Visualization, Natural Language Processing (NLP), Python, Pandas, Apache Spark, Scikit-learn, Tableau, Time Series Analysis",B.Tech in Statistics at IIFT Delhi,2009,72.8,89.25,92.7,position School,prevent Higher Secondary School,2006,2006,1
Rahul,7,"Data Mining, Tableau, Predictive Modeling, Data Visualization, Python, Apache Spark, Power BI, Machine Learning",B.Tech in Statistics at BITS Pilani,2017,90.88,79.13,77.15,home School,less Higher Secondary School,2012,2013,1
Ishita,7,"Data Visualization, Time Series Analysis, Power BI, Big Data, SQL, Keras, Tableau, Hadoop",B.Tech in Statistics at IIM Calcutta,2009,92.28,62.07,74.8,seven School,practice Higher Secondary School,2007,2007,0
Aarav,6,"Natural Language Processing (NLP), Big Data, Power BI, Pandas, NumPy, TensorFlow, Matplotlib, Deep Learning",M.Tech in Statistics at IIT Kharagpur,2022,87.33,61.78,93.23,debate School,control Higher Secondary School,2018,2021,0
Aditi,0,"R, Power BI, Predictive Modeling, SciPy, Time Series Analysis, Natural Language Processing (NLP), NumPy, PyTorch",M.Sc in Statistics at Jawaharlal Nehru University,2000,73.09,91.93,89.39,describe School,more Higher Secondary School,1997,1999,0
Rohan,11,"Hadoop, Deep Learning, Natural Language Processing (NLP), Predictive Modeling, Matplotlib, SciPy, Statistical Analysis, Keras",B.E in Statistics at IIM Bangalore,2002,68.96,85.68,73.37,side School,eye Higher Secondary School,1999,2000,0
