name,years_experience,skills,education,graduation_year,graduation_percentage,tenth_percentage,twelfth_percentage,tenth_school,twelfth_school,tenth_passing_out_year,twelfth_passing_out_year,Criteria_Label
Aryan,0,"Webpack, JavaScript, GitLab, CSS, LESS, Responsive Web Design, Git, Flask",M.Tech in Computer Science at IIT Bombay,2007,67.1,73.47,80.31,support School,today Higher Secondary School,2005,2005,0
Arjun,15,"Flask, Bootstrap, React, HTML, SASS, Express.js, Responsive Web Design, Vue.js",B.E in Computer Science at Anna University,2004,89.12,93.62,82.75,life School,idea Higher Secondary School,1999,2002,1
Diya,13,"Webpack, Express.js, GitLab, Responsive Web Design, Django, React, GraphQL, HTML",BCA in Computer Science at BITS Pilani,2005,90.69,76.51,91.12,purpose School,authority Higher Secondary School,2003,2003,1
Diya,14,"GitHub, GraphQL, SASS, JavaScript, Bootstrap, GitLab, Django, Node.js",BCA in Computer Science at IIT Roorkee,2002,74.32,64.86,90.22,yes School,board Higher Secondary School,1999,2000,0
Aryan,13,"GitHub, CSS, JavaScript, Flask, Webpack, Node.js, RESTful API, Responsive Web Design",B.E in Computer Science at IIT Kharagpur,2019,92.86,76.61,71.11,find School,mind Higher Secondary School,2016,2016,1
Yash,15,"GitLab, Django, Angular, SASS, jQuery, GitHub, Git, RESTful API",B.Tech in Computer Science at IIFT Delhi,2008,60.94,73.47,78.34,case School,detail Higher Secondary School,2006,2007,0
Ravi,2,"Vue.js, Node.js, CSS, Responsive Web Design, GitLab, RESTful API, HTML, Bootstrap",BCA in Computer Science at IIT Kanpur,2020,90.56,90.76,70.22,something School,road Higher Secondary School,2017,2019,0
Aditi,9,"RESTful API, Flask, Webpack, Bootstrap, Git, GitLab, GraphQL, CSS",M.Tech in Computer Science at IISc Bangalore,2002,70.9,69.69,93.16,operation School,thank Higher Secondary School,1998,2000,0
Ravi,8,"SASS, GitLab, HTML, CSS, GraphQL, Flask, GitHub, Vue.js",B.E in Computer Science at NIT Warangal,2012,73.72,81.62,67.91,call School,bed Higher Secondary School,2008,2011,0
Aryan,12,"React, Flask, Django, JavaScript, RESTful API, Vue.js, LESS, GitLab",M.E in Computer Science at Anna University,2022,75.01,83.98,73.37,black School,coach Higher Secondary School,2019,2020,1
Rohan,5,"RESTful API, SASS, Bootstrap, HTML, Responsive Web Design, Git, GitHub, GitLab",M.Tech in Computer Science at IIT Delhi,2017,81.91,64.29,69.83,necessary School,else Higher Secondary School,2015,2016,0
Rahul,13,"GitLab, jQuery, Responsive Web Design, Git, Vue.js, Flask, GraphQL, HTML",M.Tech in Computer Science at IIT Madras,2022,71.59,68.91,94.45,here School,movement Higher Secondary School,2017,2021,0
Rahul,9,"GitLab, JavaScript, Angular, Flask, CSS, React, Django, SASS",BCA in Computer Science at IIT Kharagpur,2022,69.61,60.26,87.07,cultural School,growth Higher Secondary School,2019,2018,0
Ishita,12,"Responsive Web Design, Node.js, React, HTML, jQuery, Git, CSS, GitLab",B.Tech in Computer Science at BITS Pilani,2005,93.7,73.17,92.4,popular School,language Higher Secondary School,2000,2001,1
Neha,4,"React, RESTful API, JavaScript, Vue.js, Express.js, SASS, Django, CSS",M.Tech in Computer Science at IIT Roorkee,2000,60.43,71.25,60.11,dream School,beyond Higher Secondary School,1996,1998,0
Yash,6,"jQuery, Angular, SASS, RESTful API, Vue.js, Webpack, LESS, Flask",MCA in Computer Science at IIM Bangalore,2017,90.6,92.34,65.0,according School,performance Higher Secondary School,2013,2014,0
Varun,1,"Responsive Web Design, SASS, GitHub, Bootstrap, HTML, Git, RESTful API, LESS",M.E in Computer Science at NIT Trichy,2018,69.48,61.97,91.79,miss School,by Higher Secondary School,2016,2016,0
Rahul,0,"CSS, Angular, LESS, Flask, RESTful API, GitLab, Node.js, GitHub",B.Tech in Computer Science at IISc Bangalore,2002,73.87,77.09,76.11,partner School,wear Higher Secondary School,1999,1999,0
Neha,4,"GitHub, Bootstrap, SASS, Angular, GraphQL, Django, Node.js, Git",M.E in Computer Science at NIT Trichy,2004,90.24,90.53,78.97,future School,such Higher Secondary School,2001,2002,0
Ravi,4,"GitHub, Git, Django, React, Vue.js, jQuery, Webpack, CSS",B.Tech in Computer Science at NIT Trichy,2018,65.96,86.44,94.34,hit School,personal Higher Secondary School,2014,2017,0
Ishika,14,"GitHub, Responsive Web Design, Flask, Express.js, JavaScript, CSS, GraphQL, LESS",MCA in Computer Science at IIFT Delhi,2005,82.71,73.13,77.98,administration School,whom Higher Secondary School,2003,2003,1
Kiran,9,"CSS, SASS, Express.js, React, Django, HTML, GitLab, RESTful API",B.E in Computer Science at IIM Bangalore,2004,65.57,76.35,63.15,look School,sound Higher Secondary School,2001,2002,0
Diya,15,"jQuery, Django, React, Flask, Responsive Web Design, Vue.js, JavaScript, SASS",MCA in Computer Science at Jawaharlal Nehru University,2011,91.4,65.26,77.45,city School,appear Higher Secondary School,2009,2007,0
Aditi,2,"SASS, Vue.js, React, Express.js, HTML, RESTful API, Node.js, Git",M.E in Computer Science at IIM Bangalore,2001,75.79,68.63,86.07,surface School,floor Higher Secondary School,1997,1998,0
Aarav,7,"GraphQL, Django, Flask, Node.js, LESS, Angular, Express.js, SASS",BCA in Computer Science at Jawaharlal Nehru University,2013,94.95,64.56,91.09,community School,remember Higher Secondary School,2008,2011,0
Ishita,13,"JavaScript, CSS, Vue.js, Git, GitLab, Bootstrap, Django, GraphQL",B.Tech in Computer Science at IIT Madras,2007,64.79,65.93,94.22,four School,understand Higher Secondary School,2004,2004,0
Kiran,4,"Responsive Web Design, Vue.js, React, Git, SASS, Node.js, jQuery, Angular",BCA in Computer Science at IIT Roorkee,2010,68.28,88.64,72.95,high School,section Higher Secondary School,2005,2008,0
Aditi,7,"Responsive Web Design, Express.js, Webpack, Flask, HTML, GitHub, SASS, GraphQL",MCA in Computer Science at Anna University,2010,81.96,70.83,75.53,wife School,star Higher Secondary School,2005,2006,1
Neha,5,"Webpack, React, Express.js, GitLab, LESS, GraphQL, GitHub, Flask",MCA in Computer Science at Anna University,2005,74.89,62.25,87.71,traditional School,skin Higher Secondary School,2000,2001,0
Arjun,9,"Node.js, GitLab, Angular, React, CSS, Flask, HTML, Vue.js",M.Tech in Computer Science at Jawaharlal Nehru University,2013,84.56,62.3,65.98,head School,space Higher Secondary School,2010,2009,0
Neha,5,"GitHub, Flask, jQuery, React, JavaScript, HTML, LESS, Bootstrap",M.Tech in Computer Science at IIT Bombay,2010,93.25,66.2,81.51,somebody School,son Higher Secondary School,2006,2006,0
Ishita,1,"Vue.js, RESTful API, React, GraphQL, Node.js, Bootstrap, Express.js, Angular",BCA in Computer Science at IIM Calcutta,2012,82.1,61.56,82.64,something School,article Higher Secondary School,2009,2009,0
Anaya,2,"RESTful API, Express.js, Django, Bootstrap, GitLab, SASS, Git, CSS",B.E in Computer Science at BITS Pilani,2016,61.43,77.5,88.66,subject School,medical Higher Secondary School,2014,2014,0
Ravi,7,"Responsive Web Design, Angular, SASS, Git, jQuery, JavaScript, Flask, CSS",M.E in Computer Science at IIT Madras,2002,88.46,77.46,64.95,activity School,way Higher Secondary School,1998,2001,0
Ishika,11,"GraphQL, Webpack, LESS, jQuery, GitHub, Bootstrap, Vue.js, Flask",M.E in Computer Science at IIM Calcutta,2018,90.24,87.85,88.53,box School,again Higher Secondary School,2013,2014,1
Aryan,10,"Django, SASS, Express.js, CSS, Git, Bootstrap, Vue.js, Responsive Web Design",M.E in Computer Science at IIM Ahmedabad,2008,90.37,71.77,82.66,many School,mouth Higher Secondary School,2003,2006,1
Yash,6,"JavaScript, RESTful API, GraphQL, Git, LESS, HTML, Angular, Vue.js",M.E in Computer Science at Delhi University,2009,74.01,75.2,79.27,body School,ground Higher Secondary School,2004,2006,1
Varun,7,"Express.js, Git, GitHub, jQuery, React, Responsive Web Design, Vue.js, Angular",M.E in Computer Science at IIT Roorkee,2001,67.15,82.16,64.78,son School,government Higher Secondary School,1998,2000,0
Ishita,5,"GitLab, Vue.js, Flask, Node.js, Webpack, Bootstrap, Angular, HTML",BCA in Computer Science at Delhi University,2022,86.76,61.71,86.7,ten School,foot Higher Secondary School,2020,2019,0
Yash,1,"Responsive Web Design, GitHub, jQuery, Git, Webpack, Bootstrap, CSS, RESTful API",BCA in Computer Science at IIT Delhi,2021,71.31,77.08,81.48,with School,travel Higher Secondary School,2018,2017,0
Vikram,1,"GitHub, CSS, RESTful API, Git, jQuery, SASS, Webpack, Node.js",M.E in Computer Science at IIT Delhi,2019,63.51,87.03,85.47,one School,few Higher Secondary School,2017,2017,0
Mira,2,"LESS, JavaScript, Git, Angular, Bootstrap, Node.js, Webpack, RESTful API",M.E in Computer Science at Delhi University,2003,73.42,78.13,69.74,management School,part Higher Secondary School,1998,2000,0
Yash,13,"Bootstrap, GitHub, GraphQL, Flask, Django, JavaScript, HTML, Responsive Web Design",B.Tech in Computer Science at IIM Calcutta,2003,60.11,76.49,60.12,population School,their Higher Secondary School,1998,2002,0
Aditi,7,"Webpack, GitLab, Express.js, Flask, Vue.js, Git, Bootstrap, CSS",B.Tech in Computer Science at IIFT Delhi,2014,63.27,87.38,92.89,carry School,program Higher Secondary School,2012,2010,0
Ishika,6,"CSS, GitLab, Responsive Web Design, Django, JavaScript, React, Angular, GraphQL",M.Tech in Computer Science at BITS Pilani,2015,65.5,82.22,93.48,training School,mission Higher Secondary School,2010,2012,0
Anaya,7,"Flask, JavaScript, Django, GitHub, CSS, Vue.js, RESTful API, SASS",B.Tech in Computer Science at IIT Madras,2019,74.49,83.22,92.68,sea School,bring Higher Secondary School,2016,2017,1
Anaya,1,"Git, CSS, Responsive Web Design, HTML, Vue.js, GitLab, Webpack, RESTful API",B.E in Computer Science at IIT Kanpur,2015,90.33,87.92,70.47,type School,road Higher Secondary School,2011,2012,0
Neha,10,"Express.js, LESS, SASS, Node.js, Bootstrap, Responsive Web Design, Angular, jQuery",MCA in Computer Science at Delhi University,2014,87.67,75.16,91.91,first School,pressure Higher Secondary School,2009,2013,1
Pranav,12,"Responsive Web Design, CSS, Angular, React, Bootstrap, SASS, Django, jQuery",B.E in Computer Science at IISc Bangalore,2012,91.76,76.43,68.31,hotel School,raise Higher Secondary School,2008,2011,0
Mira,3,"JavaScript, CSS, LESS, Express.js, Angular, React, GraphQL, Flask",BCA in Computer Science at IIT Madras,2021,84.65,78.78,64.63,use School,generation Higher Secondary School,2017,2020,0
Diya,11,"JavaScript, Responsive Web Design, CSS, Django, GraphQL, Vue.js, Angular, SASS",M.E in Computer Science at IIM Lucknow,2019,86.94,61.39,87.54,see School,generation Higher Secondary School,2014,2017,0
Diya,11,"Responsive Web Design, SASS, RESTful API, GitHub, Git, GraphQL, Flask, Bootstrap",M.Tech in Computer Science at IIT Kharagpur,2008,87.6,79.53,88.76,example School,structure Higher Secondary School,2006,2006,1
Varun,14,"Vue.js, Django, Node.js, jQuery, Bootstrap, Webpack, RESTful API, CSS",M.E in Computer Science at NIT Warangal,2022,72.15,89.21,76.79,executive School,seem Higher Secondary School,2020,2019,1
Mira,6,"Node.js, Bootstrap, Angular, CSS, GitLab, SASS, Webpack, RESTful API",B.Tech in Computer Science at IISc Bangalore,2021,63.94,76.38,92.31,contain School,guess Higher Secondary School,2017,2017,0
Arjun,1,"Express.js, Django, HTML, jQuery, SASS, GitHub, LESS, Angular",MCA in Computer Science at Delhi University,2011,71.67,64.93,88.85,capital School,against Higher Secondary School,2006,2010,0
Rahul,11,"Webpack, LESS, JavaScript, SASS, GitLab, HTML, CSS, Git",BCA in Computer Science at BITS Pilani,2019,82.25,70.71,76.19,college School,a Higher Secondary School,2015,2016,1
Kiran,3,"JavaScript, RESTful API, Bootstrap, Flask, React, Responsive Web Design, Node.js, HTML",MCA in Computer Science at IIT Roorkee,2006,67.04,74.73,73.09,role School,people Higher Secondary School,2001,2003,0
Arjun,4,"jQuery, React, GraphQL, Angular, Git, SASS, HTML, Django",M.Tech in Computer Science at NIT Warangal,2003,80.71,64.13,65.23,event School,order Higher Secondary School,2000,1999,0
Sanya,13,"JavaScript, LESS, Responsive Web Design, React, Node.js, Vue.js, RESTful API, Express.js",M.Tech in Computer Science at IIM Ahmedabad,2016,87.9,73.92,91.45,research School,draw Higher Secondary School,2012,2012,1
Ishika,4,"GitLab, jQuery, Angular, GraphQL, Express.js, React, GitHub, Webpack",B.E in Computer Science at IISc Bangalore,2006,74.97,75.98,94.83,list School,evidence Higher Secondary School,2002,2003,0
Pranav,13,"JavaScript, CSS, GitHub, Bootstrap, Flask, Vue.js, GraphQL, Express.js",M.Tech in Computer Science at IIT Kharagpur,2022,72.36,91.64,71.17,year School,debate Higher Secondary School,2018,2018,1
Aryan,1,"GraphQL, RESTful API, Angular, Bootstrap, jQuery, Flask, LESS, GitHub",M.Tech in Computer Science at BITS Pilani,2012,80.19,75.12,82.06,camera School,decade Higher Secondary School,2010,2009,0
Sanya,2,"Node.js, SASS, GitLab, HTML, CSS, Flask, jQuery, React",B.E in Computer Science at BITS Pilani,2008,64.85,79.27,61.38,health School,hold Higher Secondary School,2006,2007,0
Ishita,15,"Vue.js, React, SASS, GitHub, GraphQL, CSS, Flask, Responsive Web Design",M.E in Computer Science at Jawaharlal Nehru University,2008,89.85,90.06,77.4,letter School,center Higher Secondary School,2006,2006,1
Anaya,7,"jQuery, Flask, LESS, Bootstrap, Django, Responsive Web Design, React, Node.js",MCA in Computer Science at IISc Bangalore,2020,67.63,71.08,85.2,degree School,option Higher Secondary School,2018,2016,0
Ishika,2,"Bootstrap, Responsive Web Design, Webpack, Express.js, Vue.js, GitHub, Flask, SASS",BCA in Computer Science at IISc Bangalore,2018,73.83,88.73,63.55,shoulder School,with Higher Secondary School,2013,2017,0
Diya,3,"Express.js, Vue.js, GitHub, CSS, Angular, Git, jQuery, LESS",B.Tech in Computer Science at Jawaharlal Nehru University,2005,79.86,77.9,71.21,collection School,against Higher Secondary School,2000,2003,0
Neha,1,"CSS, Django, Flask, Git, RESTful API, GitLab, jQuery, React",B.Tech in Computer Science at IIFT Delhi,2011,73.59,79.98,80.33,speech School,rich Higher Secondary School,2008,2007,0
Arjun,15,"Responsive Web Design, SASS, Express.js, LESS, Webpack, GitHub, GraphQL, GitLab",M.Tech in Computer Science at Delhi University,2018,83.22,77.06,79.13,hope School,often Higher Secondary School,2014,2014,1
Aditi,9,"Git, GitLab, Bootstrap, React, Express.js, Node.js, RESTful API, Webpack",MCA in Computer Science at IIT Kharagpur,2001,84.63,60.63,74.38,positive School,traditional Higher Secondary School,1999,2000,0
Neha,8,"Git, GitLab, RESTful API, Express.js, React, HTML, Webpack, LESS",M.Tech in Computer Science at NIT Warangal,2000,75.8,89.74,80.14,support School,information Higher Secondary School,1995,1999,1
Ravi,8,"GraphQL, JavaScript, Webpack, Flask, Node.js, Express.js, Angular, Responsive Web Design",B.E in Computer Science at IIT Madras,2010,66.05,71.32,91.61,yes School,girl Higher Secondary School,2008,2009,0
Aarav,15,"jQuery, Express.js, Bootstrap, SASS, HTML, Responsive Web Design, Webpack, Angular",B.E in Computer Science at IIM Ahmedabad,2002,64.04,63.0,68.4,seat School,move Higher Secondary School,1997,1998,0
Ishika,9,"LESS, RESTful API, Bootstrap, Django, jQuery, Node.js, Vue.js, GitHub",B.E in Computer Science at IIM Calcutta,2015,79.42,66.52,65.42,simple School,agency Higher Secondary School,2010,2014,0
Diya,12,"SASS, Node.js, RESTful API, HTML, GraphQL, Angular, Webpack, Responsive Web Design",B.Tech in Computer Science at Jawaharlal Nehru University,2020,66.75,61.6,80.98,travel School,young Higher Secondary School,2017,2017,0
Ishita,12,"Node.js, Webpack, Bootstrap, Git, JavaScript, SASS, CSS, React",M.E in Computer Science at IIT Delhi,2015,70.38,81.24,63.89,speak School,land Higher Secondary School,2013,2013,0
Aisha,15,"LESS, Express.js, HTML, Node.js, Vue.js, Angular, Bootstrap, SASS",B.E in Computer Science at IISc Bangalore,2021,65.73,75.33,92.5,do School,partner Higher Secondary School,2017,2017,0
Diya,4,"GitLab, Node.js, JavaScript, GitHub, HTML, RESTful API, Django, LESS",M.Tech in Computer Science at IIT Madras,2022,75.47,77.05,86.58,choice School,author Higher Secondary School,2019,2021,0
Aisha,4,"Flask, GitHub, Webpack, Angular, JavaScript, React, HTML, SASS",B.Tech in Computer Science at IIT Delhi,2020,74.49,91.13,65.14,admit School,wind Higher Secondary School,2015,2019,0
Diya,5,"Flask, Webpack, Angular, Django, GitHub, HTML, GitLab, Bootstrap",B.E in Computer Science at IIT Madras,2006,91.02,66.78,71.21,either School,general Higher Secondary School,2003,2003,0
Rahul,10,"Django, JavaScript, Angular, GraphQL, HTML, Responsive Web Design, Git, Express.js",M.E in Computer Science at IIM Bangalore,2000,70.35,89.9,61.53,write School,near Higher Secondary School,1997,1996,0
Rohan,9,"GraphQL, Flask, Node.js, RESTful API, Webpack, SASS, Django, JavaScript",MCA in Computer Science at NIT Warangal,2014,65.99,90.53,88.15,become School,fight Higher Secondary School,2009,2011,0
Rohan,12,"Responsive Web Design, CSS, Vue.js, JavaScript, Flask, GraphQL, GitLab, Bootstrap",BCA in Computer Science at IIT Delhi,2011,86.57,91.7,75.11,step School,sea Higher Secondary School,2009,2007,1
Aisha,2,"GraphQL, Node.js, Django, GitLab, Webpack, CSS, Flask, Express.js",M.Tech in Computer Science at BITS Pilani,2000,82.13,61.97,64.23,serious School,performance Higher Secondary School,1998,1997,0
Vikram,11,"Django, Angular, GraphQL, SASS, Bootstrap, GitLab, RESTful API, React",B.Tech in Computer Science at IIT Bombay,2018,70.02,78.36,60.55,kitchen School,job Higher Secondary School,2015,2016,0
Vikram,14,"Angular, GitLab, Node.js, Webpack, Git, Django, JavaScript, SASS",M.E in Computer Science at IIT Roorkee,2003,75.57,68.59,70.86,at School,and Higher Secondary School,2000,2002,0
Aryan,8,"LESS, Angular, GitHub, Git, Webpack, JavaScript, Bootstrap, RESTful API",B.E in Computer Science at BITS Pilani,2000,80.55,62.26,82.63,soldier School,return Higher Secondary School,1997,1996,0
Neha,5,"Express.js, LESS, jQuery, SASS, Node.js, RESTful API, HTML, Vue.js",M.E in Computer Science at IIT Roorkee,2022,60.92,91.11,80.55,deal School,level Higher Secondary School,2020,2018,0
Vikram,3,"GraphQL, React, LESS, RESTful API, GitHub, Django, Git, JavaScript",M.E in Computer Science at IIFT Delhi,2008,87.92,74.87,61.27,think School,lot Higher Secondary School,2006,2006,0
Aditi,8,"SASS, Flask, GitHub, Bootstrap, Vue.js, jQuery, CSS, Node.js",BCA in Computer Science at IISc Bangalore,2007,82.41,74.34,91.83,tend School,accept Higher Secondary School,2003,2004,1
Aarav,15,"Responsive Web Design, Angular, GraphQL, RESTful API, GitHub, Flask, SASS, LESS",M.Tech in Computer Science at Delhi University,2002,65.8,88.72,68.9,of School,decision Higher Secondary School,1997,1999,0
Ravi,0,"React, Django, jQuery, SASS, CSS, Flask, HTML, Express.js",MCA in Computer Science at Jawaharlal Nehru University,2006,69.04,80.67,61.71,hospital School,cut Higher Secondary School,2003,2004,0
Yash,10,"LESS, CSS, Webpack, Flask, jQuery, JavaScript, Django, React",B.E in Computer Science at IIT Kharagpur,2007,60.02,94.87,88.2,yeah School,adult Higher Secondary School,2003,2006,0
Pranav,8,"SASS, CSS, GraphQL, Responsive Web Design, JavaScript, React, Django, Node.js",M.Tech in Computer Science at IIM Bangalore,2021,77.51,81.97,70.76,movie School,heavy Higher Secondary School,2016,2017,1
Aryan,1,"jQuery, LESS, CSS, Angular, Responsive Web Design, HTML, GraphQL, JavaScript",M.Tech in Computer Science at IIFT Delhi,2003,79.01,86.84,87.58,ability School,into Higher Secondary School,2000,1999,0
Aarav,4,"GitLab, React, Webpack, LESS, CSS, Django, GraphQL, Vue.js",B.E in Computer Science at IISc Bangalore,2018,75.62,90.43,73.04,scene School,individual Higher Secondary School,2016,2014,0
Arjun,13,"GitLab, Django, Responsive Web Design, SASS, jQuery, Git, Flask, JavaScript",B.Tech in Computer Science at IIT Kharagpur,2012,74.72,77.82,72.12,too School,myself Higher Secondary School,2007,2008,1
Pranav,1,"GraphQL, React, GitHub, Webpack, GitLab, SASS, jQuery, HTML",MCA in Computer Science at BITS Pilani,2016,74.59,84.34,64.5,young School,source Higher Secondary School,2012,2015,0
Aarav,9,"Angular, RESTful API, Express.js, Node.js, Django, Bootstrap, GraphQL, LESS",B.E in Computer Science at IIT Kharagpur,2019,88.99,86.67,78.11,thank School,window Higher Secondary School,2014,2018,1
Yash,12,"React, Vue.js, Git, Angular, Responsive Web Design, Bootstrap, CSS, GitLab",BCA in Computer Science at NIT Trichy,2006,63.2,83.94,89.34,center School,guess Higher Secondary School,2003,2004,0
Rahul,4,"GitLab, SASS, JavaScript, CSS, React, Node.js, Vue.js, jQuery",MCA in Computer Science at NIT Trichy,2001,75.06,77.33,63.68,from School,practice Higher Secondary School,1997,1998,0
Aryan,1,"Git, Webpack, Bootstrap, GitHub, SASS, HTML, Express.js, JavaScript",M.Tech in Computer Science at Delhi University,2001,88.86,83.45,80.54,nature School,common Higher Secondary School,1997,1997,0
Rahul,12,"Vue.js, GraphQL, Angular, Responsive Web Design, Express.js, HTML, Flask, LESS",B.Tech in Computer Science at NIT Trichy,2021,89.2,81.94,77.11,exist School,environment Higher Secondary School,2019,2019,1
Anaya,11,"Responsive Web Design, GitLab, Node.js, HTML, CSS, LESS, RESTful API, Webpack",B.E in Computer Science at BITS Pilani,2005,73.9,93.14,94.31,parent School,painting Higher Secondary School,2002,2003,1
Vikram,9,"CSS, React, Django, SASS, Responsive Web Design, GitLab, Flask, Bootstrap",MCA in Computer Science at IIM Bangalore,2002,94.73,66.38,94.33,show School,figure Higher Secondary School,1997,2000,0
Arjun,1,"GitLab, Bootstrap, Vue.js, Node.js, RESTful API, GraphQL, Git, Django",MCA in Computer Science at IIT Roorkee,2012,76.18,90.21,61.85,without School,recent Higher Secondary School,2008,2010,0
Ishika,7,"Express.js, SASS, Vue.js, Flask, GitHub, Node.js, Responsive Web Design, Django",BCA in Computer Science at IISc Bangalore,2017,76.69,64.65,94.95,rich School,indicate Higher Secondary School,2015,2016,0
Arjun,4,"Django, JavaScript, jQuery, Express.js, GitLab, Angular, SASS, Flask",M.Tech in Computer Science at IIT Roorkee,2013,66.99,62.67,92.96,along School,then Higher Secondary School,2009,2012,0
Mira,15,"JavaScript, GraphQL, Vue.js, HTML, GitHub, Express.js, jQuery, Django",M.E in Computer Science at IIM Lucknow,2003,91.78,86.18,80.35,right School,hope Higher Secondary School,2000,1999,1
Aarav,13,"Responsive Web Design, Django, HTML, Vue.js, RESTful API, Express.js, Angular, SASS",B.Tech in Computer Science at BITS Pilani,2005,69.03,94.11,83.43,sign School,control Higher Secondary School,2002,2004,0
Sanya,4,"Vue.js, GitHub, LESS, JavaScript, Django, Responsive Web Design, React, RESTful API",B.Tech in Computer Science at IIM Bangalore,2014,94.08,67.37,76.57,each School,science Higher Secondary School,2009,2013,0
Ishika,3,"RESTful API, CSS, Express.js, Django, Responsive Web Design, Bootstrap, Vue.js, Git",B.E in Computer Science at Delhi University,2011,72.22,82.1,72.44,might School,education Higher Secondary School,2008,2008,0
Aarav,15,"jQuery, HTML, React, Django, JavaScript, Git, GraphQL, Flask",MCA in Computer Science at IIT Delhi,2018,92.56,61.56,82.68,perform School,such Higher Secondary School,2015,2017,0
Varun,9,"Bootstrap, Express.js, React, HTML, Flask, RESTful API, GraphQL, Angular",BCA in Computer Science at IIFT Delhi,2019,77.3,94.0,74.86,blood School,never Higher Secondary School,2017,2017,1
Ravi,1,"React, LESS, JavaScript, CSS, HTML, RESTful API, Express.js, Django",M.Tech in Computer Science at Jawaharlal Nehru University,2021,77.41,72.67,63.81,its School,vote Higher Secondary School,2016,2017,0
Anaya,12,"GitHub, HTML, SASS, Git, Django, Flask, Node.js, Bootstrap",BCA in Computer Science at IIT Bombay,2004,89.33,71.14,73.57,front School,official Higher Secondary School,1999,2003,1
Ravi,11,"Git, GitHub, Responsive Web Design, JavaScript, Webpack, jQuery, CSS, Node.js",B.E in Computer Science at IIT Delhi,2001,91.68,60.69,89.14,development School,industry Higher Secondary School,1998,1998,0
Anaya,2,"Express.js, React, GitHub, jQuery, GitLab, HTML, Bootstrap, LESS",M.Tech in Computer Science at IIT Bombay,2012,65.75,87.21,65.47,nature School,positive Higher Secondary School,2010,2011,0
Ishita,11,"GitHub, GitLab, CSS, jQuery, Vue.js, Angular, JavaScript, RESTful API",B.E in Computer Science at NIT Warangal,2004,89.73,60.66,69.89,nothing School,watch Higher Secondary School,2001,2001,0
Aisha,15,"Webpack, GitHub, HTML, Angular, CSS, Git, jQuery, RESTful API",M.E in Computer Science at NIT Trichy,2016,75.68,92.24,64.99,type School,high Higher Secondary School,2013,2012,0
Mira,6,"CSS, Angular, Django, Bootstrap, HTML, Flask, jQuery, Vue.js",MCA in Computer Science at IIT Delhi,2001,90.09,87.55,80.27,raise School,itself Higher Secondary School,1999,1997,1
Pranav,2,"LESS, GitLab, Git, Django, SASS, React, Vue.js, CSS",B.Tech in Computer Science at BITS Pilani,2008,84.17,90.71,78.53,ago School,training Higher Secondary School,2005,2005,0
Sanya,15,"Express.js, LESS, Webpack, GitLab, RESTful API, Flask, Bootstrap, jQuery",MCA in Computer Science at IISc Bangalore,2021,78.46,63.23,76.89,note School,at Higher Secondary School,2018,2019,0
Rohan,5,"Vue.js, Webpack, Git, CSS, Django, HTML, Bootstrap, jQuery",B.E in Computer Science at NIT Warangal,2012,72.68,76.07,84.8,line School,per Higher Secondary School,2009,2008,1
Arjun,14,"Bootstrap, Flask, React, RESTful API, jQuery, Express.js, GraphQL, Angular",M.E in Computer Science at IIM Ahmedabad,2004,87.91,92.67,73.82,part School,thousand Higher Secondary School,2000,2003,1
Rohan,7,"GitLab, JavaScript, Webpack, RESTful API, CSS, LESS, Responsive Web Design, GitHub",B.E in Computer Science at IIM Lucknow,2009,93.21,73.39,65.02,stuff School,final Higher Secondary School,2005,2005,0
Diya,5,"React, LESS, GraphQL, Flask, RESTful API, JavaScript, SASS, Responsive Web Design",BCA in Computer Science at IIT Kanpur,2006,85.19,85.67,76.4,talk School,color Higher Secondary School,2001,2005,1
Ravi,5,"Node.js, Git, Responsive Web Design, LESS, CSS, React, jQuery, Webpack",M.E in Computer Science at BITS Pilani,2017,79.65,92.52,63.57,garden School,appear Higher Secondary School,2013,2014,0
Anaya,14,"Flask, Django, RESTful API, React, Responsive Web Design, jQuery, CSS, Express.js",B.Tech in Computer Science at NIT Trichy,2000,89.19,63.82,85.03,run School,father Higher Secondary School,1997,1999,0
Aryan,3,"HTML, Flask, Node.js, JavaScript, GraphQL, Angular, LESS, jQuery",BCA in Computer Science at IIT Kanpur,2010,75.54,79.82,75.83,total School,name Higher Secondary School,2005,2006,0
Ravi,9,"Git, LESS, Responsive Web Design, jQuery, Webpack, Angular, Node.js, Bootstrap",M.Tech in Computer Science at IIT Kanpur,2002,79.5,89.61,94.47,analysis School,exactly Higher Secondary School,1998,1999,1
Kiran,8,"Git, SASS, Responsive Web Design, GraphQL, Webpack, Bootstrap, Express.js, GitHub",B.Tech in Computer Science at IIT Delhi,2016,60.89,70.93,77.03,employee School,evidence Higher Secondary School,2011,2013,0
Rohan,2,"jQuery, SASS, Node.js, HTML, Flask, Bootstrap, Responsive Web Design, JavaScript",B.E in Computer Science at Delhi University,2007,92.62,82.46,74.2,upon School,new Higher Secondary School,2005,2006,0
Ishika,10,"GitHub, Express.js, Webpack, jQuery, SASS, HTML, React, RESTful API",M.E in Computer Science at IIM Bangalore,2004,60.41,92.19,74.1,worry School,fact Higher Secondary School,2002,2002,0
